Status,Internal ID,Language,Created At,Updated At,Location,Username,GET Variables,Referrer,Number of Saves,Weighted Score,Completion Time,IP Address,Invite Code,Invite Email,Invite Name,Collector,Select which of the five participant groups you belong to:,percent_fundemental_research_current,percent_Use-inspired_Research_current,percent_Applied_Research_current,changed_10yrs,percent_Fundamental_Research_past,percent_Use-inspired_Research_past,percent_Applied_Research_past,Main_reason_change_interest_related,Main_reason_change_Career_related,Main_reason_change_Funding_related,Main_reason_change_Socially_related,Main_reason_change_Other,Main_reason_change_Other_text,view_change_of_type,level_partnership_outside_academia,Level_partnership_outside_academia_change_10yrs,level_partnership_outside_academia_before_shift,Main_reason_level_partnership_change_Interest_related,Main_reason_level_partnership_change_Career_related,Main_reason_level_partnership_change_Socially_related,Main_reason_level_partnership_change_Funding_related,Main_reason_level_partnership_change_Other,Main_reason_level_partnership_change_Other_text,How do you view this change in the level of your research's partnerships with the for-profit or non-governmental sectors?,"Please estimate how many external research grant applications, both successful and unsuccessful, you have been involved in. This includes applications to national and international funding bodies, for-profit sector, non-governmental sector, institutes, etc. where you were listed as a principal/chief investigator or equivalent.2011-2015 | Fundamental Research (definition below)","Please estimate how many external research grant applications, both successful and unsuccessful, you have been involved in. This includes applications to national and international funding bodies, for-profit sector, non-governmental sector, institutes, etc. where you were listed as a principal/chief investigator or equivalent.2011-2015 | Use-inspired Research (definition below)","Please estimate how many external research grant applications, both successful and unsuccessful, you have been involved in. This includes applications to national and international funding bodies, for-profit sector, non-governmental sector, institutes, etc. where you were listed as a principal/chief investigator or equivalent.2011-2015 | Applied Research (definition below)",2006-2010 | Fundamental Research (definition below),2006-2010 | Use-inspired Research (definition below),2006-2010 | Applied Research (definition below),Please estimate the percentage of your research grant applications that were successful (received funding):2011-2015 | Fundamental Research (definition below),Please estimate the percentage of your research grant applications that were successful (received funding):2011-2015 | Use-inspired Research (definition below),Please estimate the percentage of your research grant applications that were successful (received funding):2011-2015 | Applied Research (definition below)     ,2006-2010 | Fundamental Research (definition below),2006-2010 | Use-inspired Research (definition below),2006-2010 | Applied Research (definition below),"Given the two time periods below, how important do you think suggesting practical applications of your research was to successfully obtain grant funding? | 2011-2015","Given the two time periods below, how important do you think suggesting practical applications of your research was to successfully obtain grant funding? | 2006-2010","Based on your grant applications, how important do you think it is for grant success to include  partners from for-profit or non-governmental sectors  in grant applications? | 2011-2015","Based on your grant applications, how important do you think it is for grant success to include  partners from for-profit or non-governmental sectors  in grant applications? | 2006-2010",Please estimate the distribution of your research funding sources:Total must add up to 100%2011-2015 | Internal/Institutional,Please estimate the distribution of your research funding sources:Total must add up to 100%2011-2015 | Government,Please estimate the distribution of your research funding sources:Total must add up to 100%2011-2015 | For-profit sector (e.g. Industry),"Please estimate the distribution of your research funding sources:Total must add up to 100%2011-2015 | Non-governmental sector (e.g. Foundation, NGO, Philanthropist)",Please estimate the distribution of your research funding sources:Total must add up to 100%2011-2015 | Other (please specify type of source below),Other funding source type:,2006-2010 | Internal/Institutional,2006-2010 | Government,2006-2010 | For-profit sector (eg. industry),"2006-2010 | Non-governmental sector (e.g. Foundation, NGO, Philanthropist)",2006-2010 | Other (please specify type of source below),Other funding source type:,"In general, do you think that grant success rates within each category of research have changed over the past ten years? | Fundamental Research (definition below)","In general, do you think that grant success rates within each category of research have changed over the past ten years? | Use-inspired Research (definition below)","In general, do you think that grant success rates within each category of research have changed over the past ten years? | Applied Research (definition below)","In your opinion, how important is fundamental research to the government in your country of work?","In the past 10 years, have any type(s) of research become a higher priority for the government in your country of work? Check all that apply. [Fundamental Research]","In the past 10 years, have any type(s) of research become a higher priority for the government in your country of work? Check all that apply. [Use-inspired Research]","In the past 10 years, have any type(s) of research become a higher priority for the government in your country of work? Check all that apply. [Applied Research]","In the past 10 years, have any type(s) of research become a higher priority for the government in your country of work? Check all that apply. [No Change Observed]",Comments:,Do you think the availability of research funding will change in your country of work in the next 5 years? | Fundamental Research (definition below),Do you think the availability of research funding will change in your country of work in the next 5 years? | Use-inspired Research (definition below),Do you think the availability of research funding will change in your country of work in the next 5 years? | Applied Research (definition below),Do you think changes in funding availability in your country of work will influence the likelihood of the next generation to pursue careers in research? | ,Comments:,What is your field of research?,In what year did you complete your PhD (if applicable)?,What is your country of work?,What is your gender?,Do you have any final comments?
Complete,66703126,English,5/11/16 19:34,5/11/16 19:38,British Columbia,fungroupgya,TEST_DATA=&_cb=niAAVuxEkJ,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=niAAVuxEkJ,,2083,0:03:27,142.104.200.136,,,,,Non-academic researcher conducting or managing research in industry or government with &gt;10 years of experience,,,100%,Yes,,,70%,,,,1,,,,Some partnership,Yes,Strong partnership,,1,,,,,,3-Jan,6-Apr,9-Jul,9-Jul,6-Apr,3-Jan,20%,,0%,10%,,,Quite important,Quite important,Somewhat important,Not very important,,,,,,,,,,,,sedge,Decreased considerably,,Stayed the same,,1,1,,,,Will decrease slightly,Will decrease slightly,Will decrease slightly,,,Natural Science,1988,Barbados,Other,
Incomplete,67208482,English,5/16/16 18:04,5/16/16 18:04,British Columbia,fungroupgya,lang=en&TEST_DATA=&preview=1,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?preview=1&lang=en&TEST_DATA,,2,0:00:24,142.104.200.168,,,,,Early career academic researcher with &lt;10 years experience applying for research grants since completion of PhD,,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,67208908,English,5/16/16 18:07,5/16/16 18:14,British Columbia,fungroupgya,TEST_DATA=,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?preview=1&lang=en&_previewpage=23&TEST_DATA,,2161,0:05:45,142.104.200.168,,,,,Non-academic researcher conducting or managing research in industry or government with &gt;10 years of experience,100%,10%,70%,Can't comment (new researcher),100%,30%,50%,,,,1,,,,Some partnership,Yes,Exclusive partnership,,,,1,,,,9-Jul,6-Apr,3-Jan,3-Jan,6-Apr,9-Jul,10%,No need for applications for this research type,90%,40%,20%,0%,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Medicine and Life Science,1996,Bosnia and Herzegovina,Female,
Incomplete,67527780,English,5/19/16 17:56,5/19/16 22:38,British Columbia,fungroupgya,TEST_DATA=&_cb=IiVpLiKaxz,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=IiVpLiKaxz,,2192,0:13:57,134.87.182.7,,,,,Early career academic researcher with &lt;10 years experience applying for research grants since completion of PhD,60%,20%,70%,Yes,90%,20%,0%,,,1,,,,,Strong partnership,Yes,No partnership,,,,1,,,,13-15,13-15,13-15,13-15,9-Jul,0,40%,40%,30%,0%,30%,50%,Very important,Somewhat important,Quite important,Not very important,,,,,,,,,,,,,Decreased,Stayed the same,Increased considerably,,,,1,,,Will increase considerably,Will increase considerably,Will increase considerably,,,Medicine and Life Science,2006,Brazil,Female,
Incomplete,67550354,English,5/19/16 22:42,5/27/16 13:09,British Columbia,fungroupgya,TEST_DATA=,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA,,2209,0:17:12,134.87.182.7,,,,,Early career academic researcher with &lt;10 years experience applying for research grants since completion of PhD,60%,30%,10%,Yes,90%,20%,0%,,,1,,,,Slightly positive,Some partnership,No,Some partnership,,,,1,,,Very positive,9-Jul,3-Jan,0,16+,6-Apr,0,30%,No need for applications for this research type,60%,0%,No need for applications for this research type,20%,Mandatory,Somewhat important,Quite important,Not very important,,,,,,,10%,New researcher (no funding in these years),0%,0%,0%,,Increased considerably,Stayed the same,Decreased considerably,,1,1,,,,Will increase considerably,Will increase slightly,Will increase slightly,,,Medicine and Life Science,2006,Canada,Female,
Incomplete,67556043,English,5/20/16 0:57,5/20/16 0:57,British Columbia,fungroupgya,TEST_DATA=&_cb=XBNXBWt80K,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=XBNXBWt80K,,17,0:00:19,134.87.165.66,,,,,Non-academic researcher conducting or managing research in industry or government with &gt;10 years of experience,20%,0%,80%,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,67556075,English,5/20/16 0:58,5/20/16 1:02,British Columbia,fungroupgya,TEST_DATA=&_cb=vqtXiJukMh,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=vqtXiJukMh,,2138,0:03:34,134.87.165.66,,,,,Early career academic researcher with &lt;10 years experience applying for research grants since completion of PhD,100%,,,Yes,100%,,,,1,,,,,Slightly positive,Exclusive partnership,Yes,Some partnership,,1,,,,,,6-Apr,3-Jan,6-Apr,9-Jul,12-Oct,12-Oct,No need for applications for this research type,50%,10%,40%,No need for applications for this research type,No need for applications for this research type,Quite important,Quite important,Quite important,Quite important,,,,,,,,10%,,,,,,,Stayed the same,,,,1,,,,Will increase slightly,Will decrease slightly,,,Natural Science,2007,Antarctica,Female,
Incomplete,67556408,English,5/20/16 1:05,5/20/16 1:06,British Columbia,fungroupgya,lang=en&_previewpage=13&TEST_DATA=&preview=1,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?__cache_key__=c84ef84cad0b5aebb9bc8291a0a0875f&h=fc289f9a9f060a5bac8cb6fcecda596b&k=35b8392f519bd251f9865fde4f0c17ff034e589f&s=eyJwYWdlcGF0aCI6IFswLCAxLCAyLCAzLCA0LCA1LCA2XSwgInJhbmRvbV9zZWVkIjogImEzNGQ5Y2NjMTZkNTgxOWM2MTlhOTYyMGE2YzhiY2M5ZjI1Yjg4N2UifQ%3D%3D&p=6&TEST_DATA=&preview=1,,0,0:00:06,134.87.165.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,67623610,English,5/20/16 17:59,5/20/16 17:59,British Columbia,fungroupgya,TEST_DATA=&_cb=MtFbGJqMIt,,,,,134.87.165.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,67631197,English,5/20/16 19:09,5/20/16 19:21,British Columbia,fungroupgya,TEST_DATA=&_cb=p4a41XVCEF,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=p4a41XVCEF,,159,0:10:51,137.82.245.86,,,,,Non-academic researcher conducting or managing research in industry or government with &gt;10 years of experience,10%,70%,20%,Can't comment (new researcher),,,,,,,,,,,No partnership,Can't comment (new researcher),,,,,,,,,3-Jan,3-Jan,3-Jan,0,0,0,90%,80%,80%,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Somewhat important,Not at all important,Not at all important,Not at all important,,,,,,,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Decreased,Increased,Stayed the same,,,1,1,,,Will stay the same,Will increase slightly,Will stay the same,,,Engineering,2016,Canada,Male,
Incomplete,67632334,English,5/20/16 19:22,5/20/16 19:44,British Columbia,fungroupgya,TEST_DATA=&_cb=Fry0tBq6CF,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=Fry0tBq6CF,,2037,0:16:15,137.82.245.86,,,,,Non-academic researcher conducting or managing research in industry or government with &lt;10 years of experience,20%,20%,30%,No,,,,,,,,,,,Some partnership,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Will increase slightly,,,,Medicine and Life Science,2005,,,
Incomplete,67642264,English,5/20/16 21:32,5/20/16 21:34,British Columbia,fungroupgya,TEST_DATA=&_cb=lPa9NxXilz,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=lPa9NxXilz,,27,0:01:08,137.82.245.86,,,,,,20%,20%,10%,Yes,50%,50%,20%,,,,,,,,Some partnership,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,67644244,English,5/20/16 22:06,5/20/16 22:06,British Columbia,fungroupgya,TEST_DATA=&_cb=JndtJ5IC33,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=JndtJ5IC33,,0,0:00:02,134.87.165.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,67644794,English,5/20/16 22:18,5/20/16 22:18,British Columbia,fungroupgya,TEST_DATA=,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA,,0,0:00:02,134.87.165.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68093066,English,5/26/16 7:32,5/26/16 7:34,Netherlands,fungroupgya,TEST_DATA=&_cb=pCUSFOavTJ,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=pCUSFOavTJ,,14,0:01:33,145.116.44.234,,,,,,20%,40%,40%,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68093636,English,5/26/16 7:42,5/26/16 7:45,Netherlands,fungroupgya,TEST_DATA=&_cb=PIJ20ZWQy7,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=PIJ20ZWQy7,,0,0:00:09,145.116.46.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68094743,English,5/26/16 8:02,5/26/16 8:30,Netherlands,fungroupgya,TEST_DATA=&_cb=b6NmH7yOWm,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=b6NmH7yOWm,,90,0:24:52,145.116.44.234,,,,,Senior academic researcher with &gt;10 years of experience applying for research grants,20%,40%,40%,Yes,30%,30%,40%,,,1,,,,Slightly positive,Some partnership,Yes,No partnership,1,,,,,,Slightly negative,3-Jan,3-Jan,0,0,3-Jan,3-Jan,20%,20%,30%,10%,10%,10%,Very important,Very important,Quite important,Quite important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,68101154,English,5/26/16 9:57,5/26/16 10:02,Netherlands,fungroupgya,TEST_DATA=&_cb=l1lohBCSAv,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=l1lohBCSAv,,20,0:04:30,145.116.44.49,,,,,Early career academic researcher with &lt;10 years experience applying for research grants since completion of PhD,40%,30%,30%,Yes,,,,,,,,,,,Strong partnership,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68102750,English,5/26/16 10:30,5/26/16 10:30,Netherlands,fungroupgya,TEST_DATA=&_cb=rIbQp3a11n,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=rIbQp3a11n,,5,0:00:07,145.116.44.49,,,,,"Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68153609,English,5/26/16 19:41,5/26/16 19:41,British Columbia,fungroupgya,lang=en&TEST_DATA=&preview=1,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?preview=1&lang=en&TEST_DATA,,0,,134.87.165.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68208664,English,5/27/16 13:17,5/27/16 13:17,Netherlands,,code=,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?code=,,0,0:00:04,145.116.41.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68219067,English,5/27/16 14:56,5/27/16 14:56,Netherlands,fungroupgya,TEST_DATA=&_cb=CiSqpOEbGr,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=CiSqpOEbGr,2,0,0:00:25,145.116.42.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68219798,English,5/27/16 15:02,5/27/16 15:02,Netherlands,fungroupgya,TEST_DATA=&_cb=SbwtO82h5v,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=SbwtO82h5v,,0,,145.116.42.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68227445,English,5/27/16 16:15,5/27/16 16:16,Netherlands,fungroupgya,TEST_DATA=&_cb=BQ0B2Iic3e,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=BQ0B2Iic3e,,0,0:00:26,145.116.42.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
