Status,Internal ID,Language,Created At,Updated At,Location,Username,GET Variables,Number of Saves,Weighted Score,Completion Time,Invite Code,Invite Email,Invite Name,Collector,Select which of the five participant groups you belong to:,What percent of your current research falls under the following categories?Total should equal 100% | Fundamental Research (definition below),What percent of your current research falls under the following categories?Total should equal 100% | Use-inspired Research (definition below),What percent of your current research falls under the following categories?Total should equal 100% | Applied Research (definition below),Have these proportions changed over the past 10 years?,What percent of your pastÊresearch program falls into each of these categories?Total should equal 100% | Fundamental Research (definition below),What percent of your pastÊresearch program falls into each of these categories?Total should equal 100% | Use-inspired Research (definition below),What percent of your pastÊresearch program falls into each of these categories?Total should equal 100% | Applied Research (definition below),What is the main reason for the change in the category of research you conduct/supervise? Please select all of the following reasons that apply: [Interest-related],What is the main reason for the change in the category of research you conduct/supervise? Please select all of the following reasons that apply: [Career-related],What is the main reason for the change in the category of research you conduct/supervise? Please select all of the following reasons that apply: [Funding-related],What is the main reason for the change in the category of research you conduct/supervise? Please select all of the following reasons that apply: [Socially-related],"What is the main reason for the change in the category of research you conduct/supervise? Please select all of the following reasons that apply: [Other, please specify...]","What is the main reason for the change in the category of research you conduct/supervise? Please select all of the following reasons that apply: [Other, please specify...] [text]",How do you view this change in the type of the research that you conduct/supervise?,Please indicate the level of partnership that your research currently has outside of academia (e.g. with the for-profit sector or non-governmental sector):,Has the level of partnership that your research has outside of academia (e.g. with the for-profit sector or non-governmental sector) changed over the past ten years?,Please indicate the level of partnership that your research had with the for-profit or non-governmental sectors  before this shift:,What is the main reason for the change in the level of partnership that your research has with the for-profit or non-governmental sectors? Please select all of the following reasons that apply: [Interest-related],What is the main reason for the change in the level of partnership that your research has with the for-profit or non-governmental sectors? Please select all of the following reasons that apply: [Career-related],What is the main reason for the change in the level of partnership that your research has with the for-profit or non-governmental sectors? Please select all of the following reasons that apply: [Socially-related],What is the main reason for the change in the level of partnership that your research has with the for-profit or non-governmental sectors? Please select all of the following reasons that apply: [Funding-related],"What is the main reason for the change in the level of partnership that your research has with the for-profit or non-governmental sectors? Please select all of the following reasons that apply: [Other, please specify...]","What is the main reason for the change in the level of partnership that your research has with the for-profit or non-governmental sectors? Please select all of the following reasons that apply: [Other, please specify...] [text]",How do you view this change in the level of your research's partnerships with the for-profit or non-governmental sectors?,"Please estimate how many external research grant applications, both successful and unsuccessful, you have been involved in. This includes applications to national and international funding bodies, for-profit sector, non-governmental sector, institutes, etc. where you were listed as a principal/chief investigator or equivalent.2011-2015 | Fundamental Research (definition below)","Please estimate how many external research grant applications, both successful and unsuccessful, you have been involved in. This includes applications to national and international funding bodies, for-profit sector, non-governmental sector, institutes, etc. where you were listed as a principal/chief investigator or equivalent.2011-2015 | Use-inspired Research (definition below)","Please estimate how many external research grant applications, both successful and unsuccessful, you have been involved in. This includes applications to national and international funding bodies, for-profit sector, non-governmental sector, institutes, etc. where you were listed as a principal/chief investigator or equivalent.2011-2015 | Applied Research (definition below)",2006-2010 | Fundamental Research (definition below),2006-2010 | Use-inspired Research (definition below),2006-2010 | Applied Research (definition below),Please estimate the percentage of your research grant applications that were successful (received funding):2011-2015 | Fundamental Research (definition below),Please estimate the percentage of your research grant applications that were successful (received funding):2011-2015 | Use-inspired Research (definition below),Please estimate the percentage of your research grant applications that were successful (received funding):2011-2015 | Applied Research (definition below)     ,2006-2010 | Fundamental Research (definition below),2006-2010 | Use-inspired Research (definition below),2006-2010 | Applied Research (definition below),"Given the two time periods below, how important do you think suggesting practical applications of your research was to successfully obtain grant funding? | 2011-2015","Given the two time periods below, how important do you think suggesting practical applications of your research was to successfully obtain grant funding? | 2006-2010","Based on your grant applications, how important do you think it is for grant success to include  partners from for-profit or non-governmental sectors  in grant applications? | 2011-2015","Based on your grant applications, how important do you think it is for grant success to include  partners from for-profit or non-governmental sectors  in grant applications? | 2006-2010",Please estimate the distribution of your research funding sources:Total must add up to 100%2011-2015 | Internal/Institutional,Please estimate the distribution of your research funding sources:Total must add up to 100%2011-2015 | Government,Please estimate the distribution of your research funding sources:Total must add up to 100%2011-2015 | For-profit sector (e.g. Industry),"Please estimate the distribution of your research funding sources:Total must add up to 100%2011-2015 | Non-governmental sector (e.g. Foundation, NGO, Philanthropist)",Please estimate the distribution of your research funding sources:Total must add up to 100%2011-2015 | Other (please specify type of source below),Other funding source type:,2006-2010 | Internal/Institutional,2006-2010 | Government,2006-2010 | For-profit sector (eg. industry),"2006-2010 | Non-governmental sector (e.g. Foundation, NGO, Philanthropist)",2006-2010 | Other (please specify type of source below),Other funding source type:,"In general, do you think that grant success rates within each category of research have changed over the past ten years? | Fundamental Research (definition below)","In general, do you think that grant success rates within each category of research have changed over the past ten years? | Use-inspired Research (definition below)","In general, do you think that grant success rates within each category of research have changed over the past ten years? | Applied Research (definition below)","In your opinion, how important is fundamental research to the government in your country of work?","In the past 10 years, have any type(s) of research become a higher priority for the government in your country of work? Check all that apply. [Fundamental Research]","In the past 10 years, have any type(s) of research become a higher priority for the government in your country of work? Check all that apply. [Use-inspired Research]","In the past 10 years, have any type(s) of research become a higher priority for the government in your country of work? Check all that apply. [Applied Research]","In the past 10 years, have any type(s) of research become a higher priority for the government in your country of work? Check all that apply. [No Change Observed]",Comments:,Do you think the availability of research funding will change in your country of work in the next 5 years? | Fundamental Research (definition below),Do you think the availability of research funding will change in your country of work in the next 5 years? | Use-inspired Research (definition below),Do you think the availability of research funding will change in your country of work in the next 5 years? | Applied Research (definition below),Do you think changes in funding availability in your country of work will influence the likelihood of the next generation to pursue careers in research? | ,Comments:,What is your field of research?,In what year did you complete your PhD (if applicable)?,What is your country of work?,What is your gender?,Do you have any final comments?
Incomplete,67208908,English,5/16/16 18:07,5/16/16 18:14,British Columbia,fungroupgya,TEST_DATA=,,2161,0:05:45,,,,,Non-academic researcher conducting or managing research in industry or government with >10 years of experience,100%,10%,70%,Can't comment (new researcher),100%,30%,50%,,,,1,,,,Some partnership,Yes,Exclusive partnership,,,,1,,,,9-Jul,6-Apr,3-Jan,3-Jan,6-Apr,9-Jul,10%,No need for applications for this research type,90%,40%,20%,0%,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Medicine and Life Science,1996,Bosnia and Herzegovina,Female,
Incomplete,67527780,English,5/19/16 17:56,5/19/16 22:38,British Columbia,fungroupgya,TEST_DATA=&_cb=IiVpLiKaxz,,2192,0:13:57,,,,,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,60%,20%,70%,Yes,90%,20%,0%,,,1,,,,,Strong partnership,Yes,No partnership,,,,1,,,,13-15,13-15,13-15,13-15,9-Jul,0,40%,40%,30%,0%,30%,50%,Very important,Somewhat important,Quite important,Not very important,,,,,,,,,,,,,Decreased,Stayed the same,Increased considerably,,,,1,,,Will increase considerably,Will increase considerably,Will increase considerably,,,Medicine and Life Science,2006,Brazil,Female,
Incomplete,67550354,English,5/19/16 22:42,5/27/16 13:09,British Columbia,fungroupgya,TEST_DATA=,,2209,0:17:12,,,,,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,60%,30%,10%,Yes,90%,20%,0%,,,1,,,,Slightly positive,Some partnership,No,Some partnership,,,,1,,,Very positive,9-Jul,3-Jan,0,16+,6-Apr,0,30%,No need for applications for this research type,60%,0%,No need for applications for this research type,20%,Mandatory,Somewhat important,Quite important,Not very important,,,,,,,10%,New researcher (no funding in these years),0%,0%,0%,,Increased considerably,Stayed the same,Decreased considerably,,1,1,,,,Will increase considerably,Will increase slightly,Will increase slightly,,,Medicine and Life Science,2006,Canada,Female,
Incomplete,67556043,English,5/20/16 0:57,5/20/16 0:57,British Columbia,fungroupgya,TEST_DATA=&_cb=XBNXBWt80K,,17,0:00:19,,,,,Non-academic researcher conducting or managing research in industry or government with >10 years of experience,20%,0%,80%,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,67556075,English,5/20/16 0:58,5/20/16 1:02,British Columbia,fungroupgya,TEST_DATA=&_cb=vqtXiJukMh,,2138,0:03:34,,,,,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,100%,,,Yes,100%,,,,1,,,,,Slightly positive,Exclusive partnership,Yes,Some partnership,,1,,,,,,6-Apr,3-Jan,6-Apr,9-Jul,12-Oct,12-Oct,No need for applications for this research type,50%,10%,40%,No need for applications for this research type,No need for applications for this research type,Quite important,Quite important,Quite important,Quite important,,,,,,,,10%,,,,,,,Stayed the same,,,,1,,,,Will increase slightly,Will decrease slightly,,,Natural Science,2007,Antarctica,Female,
Incomplete,67556408,English,5/20/16 1:05,5/20/16 1:06,British Columbia,fungroupgya,lang=en&_previewpage=13&TEST_DATA=&preview=1,,0,0:00:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,67623610,English,5/20/16 17:59,5/20/16 17:59,British Columbia,fungroupgya,TEST_DATA=&_cb=MtFbGJqMIt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,67631197,English,5/20/16 19:09,5/20/16 19:21,British Columbia,fungroupgya,TEST_DATA=&_cb=p4a41XVCEF,,159,0:10:51,,,,,Non-academic researcher conducting or managing research in industry or government with >10 years of experience,10%,70%,20%,Can't comment (new researcher),,,,,,,,,,,No partnership,Can't comment (new researcher),,,,,,,,,3-Jan,3-Jan,3-Jan,0,0,0,90%,80%,80%,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Somewhat important,Not at all important,Not at all important,Not at all important,,,,,,,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Decreased,Increased,Stayed the same,,,1,1,,,Will stay the same,Will increase slightly,Will stay the same,,,Engineering,2016,Canada,Male,
Incomplete,67632334,English,5/20/16 19:22,5/20/16 19:44,British Columbia,fungroupgya,TEST_DATA=&_cb=Fry0tBq6CF,,2037,0:16:15,,,,,Non-academic researcher conducting or managing research in industry or government with <10 years of experience,20%,20%,30%,No,,,,,,,,,,,Some partnership,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Will increase slightly,,,,Medicine and Life Science,2005,,,
Incomplete,67642264,English,5/20/16 21:32,5/20/16 21:34,British Columbia,fungroupgya,TEST_DATA=&_cb=lPa9NxXilz,,27,0:01:08,,,,,,20%,20%,10%,Yes,50%,50%,20%,,,,,,,,Some partnership,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,67644244,English,5/20/16 22:06,5/20/16 22:06,British Columbia,fungroupgya,TEST_DATA=&_cb=JndtJ5IC33,,0,0:00:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,67644794,English,5/20/16 22:18,5/20/16 22:18,British Columbia,fungroupgya,TEST_DATA=,,0,0:00:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68093066,English,5/26/16 7:32,5/26/16 7:34,Netherlands,fungroupgya,TEST_DATA=&_cb=pCUSFOavTJ,,14,0:01:33,,,,,,20%,40%,40%,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68093636,English,5/26/16 7:42,5/26/16 7:45,Netherlands,fungroupgya,TEST_DATA=&_cb=PIJ20ZWQy7,,0,0:00:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68094743,English,5/26/16 8:02,5/26/16 8:30,Netherlands,fungroupgya,TEST_DATA=&_cb=b6NmH7yOWm,,90,0:24:52,,,,,Senior academic researcher with >10 years of experience applying for research grants,20%,40%,40%,Yes,30%,30%,40%,,,1,,,,Slightly positive,Some partnership,Yes,No partnership,1,,,,,,Slightly negative,3-Jan,3-Jan,0,0,3-Jan,3-Jan,20%,20%,30%,10%,10%,10%,Very important,Very important,Quite important,Quite important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,68101154,English,5/26/16 9:57,5/26/16 10:02,Netherlands,fungroupgya,TEST_DATA=&_cb=l1lohBCSAv,,20,0:04:30,,,,,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,40%,30%,30%,Yes,,,,,,,,,,,Strong partnership,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68102750,English,5/26/16 10:30,5/26/16 10:30,Netherlands,fungroupgya,TEST_DATA=&_cb=rIbQp3a11n,,5,0:00:07,,,,,"Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68153609,English,5/26/16 19:41,5/26/16 19:41,British Columbia,fungroupgya,lang=en&TEST_DATA=&preview=1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68208664,English,5/27/16 13:17,5/27/16 13:17,Netherlands,,code=,,0,0:00:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68219067,English,5/27/16 14:56,5/27/16 14:56,Netherlands,fungroupgya,TEST_DATA=&_cb=CiSqpOEbGr,2,0,0:00:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68219798,English,5/27/16 15:02,5/27/16 15:02,Netherlands,fungroupgya,TEST_DATA=&_cb=SbwtO82h5v,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68227445,English,5/27/16 16:15,5/27/16 16:16,Netherlands,fungroupgya,TEST_DATA=&_cb=BQ0B2Iic3e,,0,0:00:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,68229445,English,5/27/16 16:24,5/27/16 16:24,Netherlands,fungroupgya,TEST_DATA=&_cb=BgoiwfsTyV,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,68230529,English,5/27/16 16:34,5/27/16 16:40,Netherlands,fungroupgya,,,2181,0:05:59,,,,,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,0%,50%,50%,No,,,,,,,,,,,No partnership,Can't comment (new researcher),,,,,,,,,0,3-Jan,0,0,0,0,No need for applications for this research type,100%,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Very important,Can't comment,Somewhat important,Can't comment,50%,50%,0%,0%,0%,,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Can't comment,Can't comment,Increased,,,1,1,,,Can't comment,Can't comment,Can't comment,,,Engineering,2013,Canada,Female,
Complete,68230942,English,5/27/16 16:38,5/27/16 16:46,Netherlands,,,,2304,0:07:46,,,,,Senior academic researcher with >10 years of experience applying for research grants,70%,30%,,Yes,100%,0%,0%,1,,,1,,,Very positive,Some partnership,Yes,No partnership,1,,1,1,,,Very positive,6-Apr,3-Jan,0,3-Jan,0,0,50%,10%,No need for applications for this research type,50%,No need for applications for this research type,No need for applications for this research type,Very important,Somewhat important,Quite important,Somewhat important,50%,40%,10%,10%,0%,,50%,50%,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Decreased,Increased,Increased,,,1,1,,,Will stay the same,Will increase slightly,Will stay the same,,,Medicine and Life Science,2005,Russia,Male,
Complete,68231066,English,5/27/16 16:39,5/27/16 16:52,Netherlands,,,,2227,0:12:43,,,,,Senior academic researcher with >10 years of experience applying for research grants,70%,20%,0%,Yes,80%,20%,,1,1,,,,,Very positive,No partnership,No,,,,,,,,,6-Apr,3-Jan,,6-Apr,,,80%,90%,,100%,,,Can't comment,Can't comment,Not at all important,Not at all important,,80%,20%,,,,,80%,,20%,,,Stayed the same,Increased considerably,,,,1,1,,,Can't comment,Can't comment,Can't comment,,,Social Science / Humanities,2005,Germany,Female,
